name,url,id,cb_rank,about,industries,operating_status,social_media_links,founded_date,num_employees,country_code,website,location
Yoti,https://www.crunchbase.com/organization/yoti,yoti,2345,"Yoti is a digital identity platform that provides secure identity verification, online and in person.","[{""id"":""biometrics"",""value"":""Biometrics""},{""id"":""e-signature"",""value"":""E-Signature""},{""id"":""identity-management"",""value"":""Identity Management""},{""id"":""information-technology-dbca"",""value"":""Information Technology""},{""id"":""software"",""value"":""Software""}]",active,"[""https://www.facebook.com/getYoti/"",""https://www.linkedin.com/company/yoti-digital-identity/"",""https://twitter.com/getyoti""]",2014-04-01,251-500,GB,https://www.yoti.com,"[{""name"":""London"",""permalink"":""london-england""},{""name"":""England"",""permalink"":""england-united-kingdom""},{""name"":""United Kingdom"",""permalink"":""united-kingdom""},{""name"":""Europe"",""permalink"":""europe""}]"
Starpoint Solutions,https://www.crunchbase.com/organization/starpoint-solutions,starpoint-solutions,502942,Starpoint Solutions is a Leading Provider of Software Development & Engineering Services Worldwide,"[{""id"":""consulting"",""value"":""Consulting""},{""id"":""delivery"",""value"":""Delivery""},{""id"":""information-technology-dbca"",""value"":""Information Technology""},{""id"":""software"",""value"":""Software""},{""id"":""software-engineering"",""value"":""Software Engineering""}]",active,"[""https://www.facebook.com/StarpointSolutions/"",""https://www.linkedin.com/company/starpoint-solutions"",""https://twitter.com/starpoint_llc""]",1982-01-01,251-500,US,http://www.starpoint.com,"[{""name"":""New York"",""permalink"":""new-york-new-york""},{""name"":""New York"",""permalink"":""new-york-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
University of San Diego,https://www.crunchbase.com/organization/university-of-san-diego,university-of-san-diego,610,University of San Diego is an educational institute that provides a wide range of academic courses for students.,"[{""id"":""education"",""value"":""Education""},{""id"":""higher-education"",""value"":""Higher Education""},{""id"":""universities"",""value"":""Universities""}]",active,"[""http://www.facebook.com/36689795929"",""http://www.linkedin.com/company/university-of-san-diego"",""http://twitter.com/uofsandiego""]",1949-01-01,nan,US,http://www.sandiego.edu/,"[{""name"":""San Diego"",""permalink"":""san-diego-california""},{""name"":""California"",""permalink"":""california-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Agile World ® Publishing,https://www.crunchbase.com/organization/agile-world-resources,agile-world-resources,3222803,Agile World ® Publishing is an initiative of Agile World ® a philanthropic 501(c)(3) Public Charity,"[{""id"":""education"",""value"":""Education""}]",active,"[""https://www.facebook.com/AgileWorld.Publishing/"",""https://www.linkedin.com/company/agile-world-publishing/""]",2021-06-01,nan,nan,https://agile-world.org/,nan
MySchoolWorx,https://www.crunchbase.com/organization/myschoolworx,myschoolworx,1641327,"MySchoolWorx is a school management software for managing classroom activities, student information and parent communications.","[{""id"":""charter-schools"",""value"":""Charter Schools""},{""id"":""edtech"",""value"":""EdTech""},{""id"":""enterprise-software"",""value"":""Enterprise Software""},{""id"":""information-services-f579"",""value"":""Information Services""},{""id"":""software"",""value"":""Software""}]",active,"[""https://www.facebook.com/MySchoolWorx/"",""https://www.linkedin.com/company/myschoolworx/"",""https://twitter.com/myschoolworx""]",2012-01-01,1-10,US,https://home.myschoolworx.com/,"[{""name"":""Miami"",""permalink"":""miami-florida""},{""name"":""Florida"",""permalink"":""florida-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
OsteoCentric Technologies,https://www.crunchbase.com/organization/osteocentric-technologies,osteocentric-technologies,17585,OsteoCentric Technologies is an IT company that designs and develops unifi mechanical integration technology for healthcare surgeons.,"[{""id"":""health-care"",""value"":""Health Care""},{""id"":""medical"",""value"":""Medical""},{""id"":""technical-support"",""value"":""Technical Support""}]",active,"[""https://www.linkedin.com/company/osteocentric""]",2015-01-01,51-100,US,https://www.osteocentric.com/,"[{""name"":""Austin"",""permalink"":""austin-texas""},{""name"":""Texas"",""permalink"":""texas-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
University of Notre Dame,https://www.crunchbase.com/organization/university-of-notre-dame,university-of-notre-dame,22,University of Notre Dame is a private Catholic research university that offers academic programs across various disciplines.,"[{""id"":""education"",""value"":""Education""},{""id"":""higher-education"",""value"":""Higher Education""},{""id"":""universities"",""value"":""Universities""}]",active,"[""https://www.facebook.com/notredame"",""https://www.linkedin.com/edu/university-of-notre-dame-18366"",""http://twitter.com/NotreDame""]",1842-11-26,nan,US,http://www.nd.edu/,"[{""name"":""Notre Dame"",""permalink"":""notre-dame-indiana""},{""name"":""Indiana"",""permalink"":""indiana-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Code.org,https://www.crunchbase.com/organization/code-org,code-org,22088,Code.org is a non-profit foundation focusing on developing computer programming education in the U.S.,"[{""id"":""chemical-engineering"",""value"":""Chemical Engineering""},{""id"":""edtech"",""value"":""EdTech""},{""id"":""education"",""value"":""Education""},{""id"":""non-profit"",""value"":""Non Profit""},{""id"":""stem-education"",""value"":""STEM Education""}]",active,"[""http://www.facebook.com/Code.org"",""http://www.linkedin.com/company/code-org"",""http://twitter.com/codeorg""]",2012-01-01,101-250,US,http://code.org,"[{""name"":""Seattle"",""permalink"":""seattle-washington""},{""name"":""Washington"",""permalink"":""washington-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Crealytics,https://www.crunchbase.com/organization/crealytics,crealytics,52131,Crealytics supports leading international eCommerce companies to drive performance in product advertising and paid search.,"[{""id"":""advertising-6cb6"",""value"":""Advertising""},{""id"":""e-commerce-275d"",""value"":""E-Commerce""},{""id"":""search-engine-0d39"",""value"":""Search Engine""}]",active,"[""http://www.facebook.com/crealytics"",""https://www.linkedin.com/company/crealytics-gmbh"",""http://twitter.com/crealytics""]",2008-10-27,101-250,DE,http://www.crealytics.com,"[{""name"":""Berlin"",""permalink"":""berlin-berlin""},{""name"":""Berlin"",""permalink"":""berlin-germany""},{""name"":""Germany"",""permalink"":""germany""},{""name"":""Europe"",""permalink"":""europe""}]"
Evelo Biosciences,https://www.crunchbase.com/organization/evelo-therapeutics,evelo-therapeutics,102355,Evelo Biosciences is a biotechnology company that develops oral biologics for small intestinal axis with systemic therapeutic effects.,"[{""id"":""biotechnology"",""value"":""Biotechnology""},{""id"":""health-care"",""value"":""Health Care""},{""id"":""medical"",""value"":""Medical""},{""id"":""therapeutics"",""value"":""Therapeutics""}]",active,"[""https://www.linkedin.com/company/evelo-biosciences"",""https://twitter.com/evelobio""]",2015-01-01,51-100,US,http://evelobio.com,"[{""name"":""Cambridge"",""permalink"":""cambridge-massachusetts""},{""name"":""Massachusetts"",""permalink"":""massachusetts-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
SpringWorks Therapeutics,https://www.crunchbase.com/organization/springworks-therapeutics,springworks-therapeutics,13100,SpringWorks Therapeutics is a biopharmaceutical company that develops medicines for patients with severe rare diseases and cancer.,"[{""id"":""biopharma"",""value"":""Biopharma""},{""id"":""biotechnology"",""value"":""Biotechnology""},{""id"":""therapeutics"",""value"":""Therapeutics""}]",active,"[""https://www.linkedin.com/company/springworks-therapeutics"",""https://twitter.com/springworkstx""]",2017-01-01,251-500,US,https://www.springworkstx.com,"[{""name"":""Stamford"",""permalink"":""stamford-connecticut""},{""name"":""Connecticut"",""permalink"":""connecticut-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Spectrum Labs,https://www.crunchbase.com/organization/spectrum-5,spectrum-5,20291,Spectrum Labs is a technology company that helps build a safer internet through AI content moderation.,"[{""id"":""artificial-intelligence"",""value"":""Artificial Intelligence (AI)""},{""id"":""big-data"",""value"":""Big Data""},{""id"":""enterprise-software"",""value"":""Enterprise Software""},{""id"":""gaming"",""value"":""Gaming""},{""id"":""internet"",""value"":""Internet""},{""id"":""machine-learning"",""value"":""Machine Learning""},{""id"":""software"",""value"":""Software""}]",active,"[""https://www.facebook.com/RealSpectrumApp"",""https://www.linkedin.com/company/spectrum-labs"",""https://twitter.com/SpectrumLabsAI""]",2016-12-01,11-50,US,https://www.spectrumlabsai.com,"[{""name"":""San Francisco"",""permalink"":""san-francisco-california""},{""name"":""California"",""permalink"":""california-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Clubspeed,https://www.crunchbase.com/organization/club-speed,club-speed,37554,Club Speed is a developer and operator of a cloud-based venue management and competitive timing system software.,"[{""id"":""software"",""value"":""Software""}]",active,"[""https://www.facebook.com/ClubSpeed/"",""https://www.linkedin.com/company/club-speed-inc-/""]",2005-01-01,11-50,US,https://www.clubspeed.com/,"[{""name"":""Irvine"",""permalink"":""irvine-california""},{""name"":""California"",""permalink"":""california-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
General Electric,https://www.crunchbase.com/organization/general-electric,general-electric,10485,"General Electric offers infrastructure, manufacturing, energy, aerospace, and financial services worldwide.","[{""id"":""aerospace-8a20"",""value"":""Aerospace""},{""id"":""electronics"",""value"":""Electronics""},{""id"":""energy-0ff0"",""value"":""Energy""},{""id"":""energy-management"",""value"":""Energy Management""},{""id"":""finance"",""value"":""Finance""},{""id"":""manufacturing"",""value"":""Manufacturing""}]",active,"[""http://www.facebook.com/ge"",""http://www.linkedin.com/company/ge"",""http://twitter.com/generalelectric""]",1892-04-15,10001+,US,http://www.ge.com,"[{""name"":""Boston"",""permalink"":""boston-massachusetts""},{""name"":""Massachusetts"",""permalink"":""massachusetts-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
ClearObject,https://www.crunchbase.com/organization/clearobject,clearobject,43376,ClearObject is an IoT systems innovator helping companies to connect their bold ideas to the internet of things.,"[{""id"":""analytics"",""value"":""Analytics""},{""id"":""cloud-computing"",""value"":""Cloud Computing""},{""id"":""internet-of-things-ed3a"",""value"":""Internet of Things""},{""id"":""saas-5c4e"",""value"":""SaaS""},{""id"":""software"",""value"":""Software""}]",active,"[""http://www.facebook.com/clearobject"",""http://www.linkedin.com/company/clearobject"",""https://twitter.com/clearobject""]",2010-01-01,51-100,US,https://clearobject.com,"[{""name"":""Fishers"",""permalink"":""fishers-indiana""},{""name"":""Indiana"",""permalink"":""indiana-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
All me,https://www.crunchbase.com/organization/all-me-454a,all-me-454a,124327,Social interaction application designed for user privacy without advertising,nan,active,"[""https://www.linkedin.com/company/all-me-am/""]",2024-07-10,1-10,nan,https://all-me.mobi/,nan
Spare Backup,https://www.crunchbase.com/organization/spare-backup,spare-backup,708412,"Spare Backup specializes in providing data protection services to small office or home users, and small- to mid-sized businesses.","[{""id"":""computer"",""value"":""Computer""},{""id"":""small-and-medium-businesses"",""value"":""Small and Medium Businesses""},{""id"":""web-hosting"",""value"":""Web Hosting""}]",active,"[""https://www.linkedin.com/company/sparebackup""]",2002-01-01,11-50,US,http://www.sparebackup.com,"[{""name"":""Palm Desert"",""permalink"":""palm-desert-california""},{""name"":""California"",""permalink"":""california-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
IGNIA,https://www.crunchbase.com/organization/ignia,ignia,49121,IGNIA is an early-stage VC investing in global entrepreneurs developing tech solutions that address fundamental pain points in LatAm,"[{""id"":""artificial-intelligence"",""value"":""Artificial Intelligence (AI)""},{""id"":""e-commerce-275d"",""value"":""E-Commerce""},{""id"":""edtech"",""value"":""EdTech""},{""id"":""fintech-e067"",""value"":""FinTech""},{""id"":""logistics"",""value"":""Logistics""},{""id"":""saas-5c4e"",""value"":""SaaS""}]",active,"[""https://www.facebook.com/IGNIAFund/"",""https://www.linkedin.com/company/ignia-partners-vc"",""https://twitter.com/IGNIA_Fund""]",2007-06-01,11-50,US,http://www.ignia.vc/,"[{""name"":""Boston"",""permalink"":""boston-massachusetts""},{""name"":""Massachusetts"",""permalink"":""massachusetts-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
StarCompliance,https://www.crunchbase.com/organization/starcompliance,starcompliance,101183,StarCompliance is a provider of regulatory compliance software for the financial services industry.,"[{""id"":""financial-services"",""value"":""Financial Services""},{""id"":""information-technology-dbca"",""value"":""Information Technology""},{""id"":""software"",""value"":""Software""}]",active,"[""https://www.linkedin.com/company/starcompliance"",""https://twitter.com/starcompliance""]",1999-01-01,101-250,US,http://www.starcompliance.com,"[{""name"":""Rockville"",""permalink"":""rockville-maryland""},{""name"":""Maryland"",""permalink"":""maryland-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Achillion Pharmaceuticals,https://www.crunchbase.com/organization/achillion-pharmaceuticals,achillion-pharmaceuticals,139181,A biopharmaceutical company dedicated to transforming the lives of patients and families affected by disorders of the complement system.,"[{""id"":""biotechnology"",""value"":""Biotechnology""},{""id"":""health-care"",""value"":""Health Care""},{""id"":""pharmaceutical"",""value"":""Pharmaceutical""},{""id"":""therapeutics"",""value"":""Therapeutics""}]",active,"[""http://www.linkedin.com/company/achillion-pharmaceuticals"",""http://twitter.com/AchillionPharma""]",1998-01-01,51-100,US,http://www.achillion.com,"[{""name"":""Blue Bell"",""permalink"":""blue-bell-pennsylvania""},{""name"":""Pennsylvania"",""permalink"":""pennsylvania-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
DeSilva+Phillips,https://www.crunchbase.com/organization/desilva-phillips,desilva-phillips,81639,"Leading M&A advisor to the Digital & Traditional Media, Marketing, Information, and Education industries, completing +275 deals since 1996.","[{""id"":""advertising-6cb6"",""value"":""Advertising""},{""id"":""education"",""value"":""Education""},{""id"":""marketing-2795"",""value"":""Marketing""}]",active,"[""https://www.linkedin.com/company/oaklins-d-p""]",1996-01-01,11-50,US,http://www.desilvaphillips.com,"[{""name"":""New York"",""permalink"":""new-york-new-york""},{""name"":""New York"",""permalink"":""new-york-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Fastpath,https://www.crunchbase.com/organization/fastpath,fastpath,222690,Fastpath Provides Access Control Management Services.,"[{""id"":""information-technology-dbca"",""value"":""Information Technology""},{""id"":""management-information-systems"",""value"":""Management Information Systems""},{""id"":""service-industry"",""value"":""Service Industry""},{""id"":""software"",""value"":""Software""}]",active,"[""https://www.facebook.com/gofastpath"",""https://www.linkedin.com/company/fastpath-inc-"",""https://www.twitter.com/gofastpath""]",2004-01-01,101-250,US,http://www.gofastpath.com/,"[{""name"":""Des Moines"",""permalink"":""des-moines-iowa""},{""name"":""Iowa"",""permalink"":""iowa-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
LENDonate,https://www.crunchbase.com/organization/lendonate,lendonate,29710,LENDonate is a marketplace lending platform that connects investors and philanthropists with nonprofits.,"[{""id"":""finance"",""value"":""Finance""},{""id"":""financial-services"",""value"":""Financial Services""},{""id"":""lending"",""value"":""Lending""}]",active,"[""https://www.facebook.com/lendonateinc"",""https://www.linkedin.com/company-beta/10456036"",""https://twitter.com/lendonate""]",2015-01-01,1-10,US,https://www.lendonate.com,"[{""name"":""Oakland"",""permalink"":""oakland-california""},{""name"":""California"",""permalink"":""california-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Nasdaq,https://www.crunchbase.com/organization/nasdaq,nasdaq,1794,"Nasdaq is a global provider of trading, clearing, exchange technology, listing, information, and public company services.","[{""id"":""finance"",""value"":""Finance""},{""id"":""financial-services"",""value"":""Financial Services""},{""id"":""stock-exchanges"",""value"":""Stock Exchanges""},{""id"":""trading-platform"",""value"":""Trading Platform""}]",active,"[""https://www.facebook.com/Nasdaq"",""https://www.linkedin.com/company/nasdaq"",""https://x.com/NASDAQ""]",1971-02-04,1001-5000,US,https://www.nasdaq.com,"[{""name"":""New York"",""permalink"":""new-york-new-york""},{""name"":""New York"",""permalink"":""new-york-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Lorraine Capital,https://www.crunchbase.com/organization/lorraine-capital,lorraine-capital,77338,Lorraine Capital is a private investment firm.,nan,active,"[""https://www.linkedin.com/company-beta/9191407/?pathWildcard=9191407"",""https://twitter.com/lorrainecapital""]",2013-01-01,1-10,US,http://lorrainecapital.com/,"[{""name"":""Buffalo"",""permalink"":""buffalo-new-york""},{""name"":""New York"",""permalink"":""new-york-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Drift Net,https://www.crunchbase.com/organization/drift-net-securities,drift-net-securities,15138,Drift Net creates and provides technical solutions to keep communities safe and disrupting security and AI-based technology.,"[{""id"":""physical-security"",""value"":""Physical Security""},{""id"":""security-4c60"",""value"":""Security""},{""id"":""software"",""value"":""Software""}]",active,"[""https://www.linkedin.com/company/29359395"",""https://twitter.com/Drift_Net_""]",2018-01-01,51-100,US,https://www.driftnet.com,"[{""name"":""Chicago"",""permalink"":""chicago-illinois""},{""name"":""Illinois"",""permalink"":""illinois-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Edi.College,https://www.crunchbase.com/organization/edi-college,edi-college,26382,"Edi.College 元宇宙教育學院 Edi.College Knowledge Sharing Platform for Blockchain, NFT, Metaverse, DeFi, GameFi, Cloud Computing","[{""id"":""corporate-training"",""value"":""Corporate Training""},{""id"":""education"",""value"":""Education""},{""id"":""information-technology-dbca"",""value"":""Information Technology""},{""id"":""internet"",""value"":""Internet""}]",active,"[""https://facebook.com/MetaEducationCollege"",""https://www.linkedin.com/company/EducationCollege"",""https://twitter.com/metaeducollege""]",2018-01-01,nan,HK,http://Edi.College,"[{""name"":""Hong Kong"",""permalink"":""hong-kong-hong-kong-island""},{""name"":""Hong Kong Island"",""permalink"":""hong-kong-island-hong-kong""},{""name"":""Hong Kong"",""permalink"":""hong-kong""},{""name"":""Asia"",""permalink"":""asia""}]"
Ken Anderson Alliance,https://www.crunchbase.com/organization/ken-anderson-alliance,ken-anderson-alliance,2751345,Ken Anderson Alliance provides opportunities for adults with disabilities.,"[{""id"":""communities"",""value"":""Communities""},{""id"":""rehabilitation"",""value"":""Rehabilitation""}]",active,"[""https://www.facebook.com/KenAndersonAlliance"",""https://www.linkedin.com/company/ken-anderson-alliance-cincinnati"",""https://twitter.com/kaalliance14""]",2014-01-01,11-50,US,https://kenandersonalliance.org,"[{""name"":""Cincinnati"",""permalink"":""cincinnati-ohio""},{""name"":""Ohio"",""permalink"":""ohio-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
UK Trade & Investment (UKTI),https://www.crunchbase.com/organization/ukti,ukti,221284,UK Government agency for trade and investment.,"[{""id"":""finance"",""value"":""Finance""},{""id"":""government"",""value"":""Government""},{""id"":""govtech-b9c9"",""value"":""GovTech""}]",active,"[""http://www.facebook.com/BusinessisGREATBritain"",""http://www.linkedin.com/company/uk-trade-&-investment"",""http://twitter.com/techintheUK""]",2003-10-01,nan,GB,https://www.gov.uk/government/organisations/uk-trade-investment,"[{""name"":""London"",""permalink"":""london-england""},{""name"":""England"",""permalink"":""england-united-kingdom""},{""name"":""United Kingdom"",""permalink"":""united-kingdom""},{""name"":""Europe"",""permalink"":""europe""}]"
RBC Capital Markets,https://www.crunchbase.com/organization/rbc-capital-markets,rbc-capital-markets,15082,"RBC Capital Markets provides a focused set of products and services to corporations, institutional investors, and governments.","[{""id"":""banking"",""value"":""Banking""},{""id"":""finance"",""value"":""Finance""},{""id"":""financial-services"",""value"":""Financial Services""}]",active,"[""https://www.linkedin.com/company/rbc-capital-markets"",""https://www.twitter.com/rbc""]",1869-01-01,5001-10000,US,http://www.rbccm.com,"[{""name"":""Albany"",""permalink"":""albany-new-york""},{""name"":""New York"",""permalink"":""new-york-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Next Level VC,https://www.crunchbase.com/organization/next-level-vc,next-level-vc,2040082,"Venture Capital, advisory",nan,active,nan,2019-01-19,1-10,nan,nan,nan
Amulet Capital Partners,https://www.crunchbase.com/organization/amulet-capital-partners,amulet-capital-partners,5526,"Amulet Capital Partners is a middle-market private equity firm specializing in leveraged buyouts, restructurings, growth equity and other.","[{""id"":""financial-services"",""value"":""Financial Services""},{""id"":""health-care"",""value"":""Health Care""},{""id"":""venture-capital-b37d"",""value"":""Venture Capital""}]",active,"[""https://www.linkedin.com/company/amulet-capital-partners""]",2012-06-21,11-50,US,http://amuletcapital.com,"[{""name"":""New York"",""permalink"":""new-york-new-york""},{""name"":""New York"",""permalink"":""new-york-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Martex Fiber,https://www.crunchbase.com/organization/martex-fiber,martex-fiber,376758,Martex Fiber recycles pre-consumer and post-consumer textile wastes.,"[{""id"":""textiles"",""value"":""Textiles""}]",active,"[""https://www.linkedin.com/company/martex-fiber/""]",1975-01-01,501-1000,US,http://www.martexfiber.com/,"[{""name"":""Charlotte"",""permalink"":""charlotte-north-carolina""},{""name"":""North Carolina"",""permalink"":""north-carolina-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
CapLinked,https://www.crunchbase.com/organization/caplinked,caplinked,59514,"CapLinked offers a cloud-based platform for managing documents, M&A, due diligence, and complex business deals with secure workspaces.","[{""id"":""collaboration"",""value"":""Collaboration""},{""id"":""enterprise-software"",""value"":""Enterprise Software""},{""id"":""finance"",""value"":""Finance""},{""id"":""fintech-e067"",""value"":""FinTech""},{""id"":""saas-5c4e"",""value"":""SaaS""},{""id"":""software"",""value"":""Software""}]",active,"[""http://www.facebook.com/caplinked"",""http://www.linkedin.com/company/caplinked"",""http://twitter.com/CapLinked""]",2010-01-01,11-50,US,http://www.caplinked.com,"[{""name"":""Manhattan Beach"",""permalink"":""manhattan-beach-california""},{""name"":""California"",""permalink"":""california-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Traust Structured,https://www.crunchbase.com/organization/traust-structured,traust-structured,2012356,Traust Structured specializes in monetizing intangible assets such as intellectual property (IP) and data.,nan,active,nan,nan,nan,US,https://trauststructured.com/,"[{""name"":""Saint Louis Park"",""permalink"":""saint-louis-park-minnesota""},{""name"":""Minnesota"",""permalink"":""minnesota-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
AbbVie,https://www.crunchbase.com/organization/abbvie,abbvie,1080,"AbbVie is a pharmaceutical company that discovers, develops, and markets medicines.","[{""id"":""biotechnology"",""value"":""Biotechnology""},{""id"":""financial-services"",""value"":""Financial Services""},{""id"":""health-care"",""value"":""Health Care""},{""id"":""medical"",""value"":""Medical""},{""id"":""pharmaceutical"",""value"":""Pharmaceutical""},{""id"":""venture-capital-b37d"",""value"":""Venture Capital""}]",active,"[""https://www.facebook.com/AbbVieGlobal"",""https://www.linkedin.com/company/abbvie"",""https://x.com/abbvie""]",2013-01-01,10001+,US,https://www.abbvie.com,"[{""name"":""North Chicago"",""permalink"":""north-chicago-illinois""},{""name"":""Illinois"",""permalink"":""illinois-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Great Hotels of the World,https://www.crunchbase.com/organization/great-hotels-of-the-world,great-hotels-of-the-world,158304,Great Hotels of the World  provides independent hotels with international sales & marketing expertise.,"[{""id"":""advertising-6cb6"",""value"":""Advertising""},{""id"":""hospitality"",""value"":""Hospitality""},{""id"":""travel"",""value"":""Travel""}]",active,"[""https://www.linkedin.com/company/great-hotels-of-the-world""]",2004-01-01,101-250,US,https://www.ghotw.com/great-hotels-of-the-world,"[{""name"":""Lisbon"",""permalink"":""lisbon-new-york""},{""name"":""New York"",""permalink"":""new-york-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Evommune,https://www.crunchbase.com/organization/evommune,evommune,7686,Evommune is a biotechnology company that develops therapeutics that halt progressive disease and address their symptoms.,"[{""id"":""biotechnology"",""value"":""Biotechnology""},{""id"":""health-care"",""value"":""Health Care""},{""id"":""life-science"",""value"":""Life Science""}]",active,"[""https://www.linkedin.com/company/evommune""]",2020-01-01,11-50,US,https://www.evommune.com,"[{""name"":""Palo Alto"",""permalink"":""palo-alto-california""},{""name"":""California"",""permalink"":""california-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
TresseNoire,https://www.crunchbase.com/organization/tressenoire,tressenoire,168371,A virtual multicultural beauty coach that personalizes each users’ beauty regimen of products & services!,"[{""id"":""beauty"",""value"":""Beauty""},{""id"":""cosmetics"",""value"":""Cosmetics""},{""id"":""lifestyle"",""value"":""Lifestyle""},{""id"":""personal-health"",""value"":""Personal Health""},{""id"":""small-and-medium-businesses"",""value"":""Small and Medium Businesses""}]",active,"[""https://www.facebook.com/tressenoire"",""https://www.linkedin.com/company/5327922?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1436272333825%2Ctas%3A%20TresseNoire"",""https://twitter.com/tressenoire""]",2014-01-01,1-10,US,http://www.tressenoire.com/,"[{""name"":""Philadelphia"",""permalink"":""philadelphia-pennsylvania""},{""name"":""Pennsylvania"",""permalink"":""pennsylvania-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Metropolitan Transportation Authority,https://www.crunchbase.com/organization/metropolitan-transportation-authority,metropolitan-transportation-authority,162839,"Metropolitan Transportation Authority provides subway, bus, and commuter railroad transportation services to customers with disabilities.","[{""id"":""association"",""value"":""Association""},{""id"":""public-transportation"",""value"":""Public Transportation""},{""id"":""travel"",""value"":""Travel""}]",active,"[""https://www.facebook.com/MTA.info"",""https://www.linkedin.com/company/state-of-ny-metropolitan-transportation-authority/"",""https://twitter.com/mta""]",1834-04-24,10001+,US,http://mta.info,"[{""name"":""New York"",""permalink"":""new-york-new-york""},{""name"":""New York"",""permalink"":""new-york-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Lambda School,https://www.crunchbase.com/organization/lambda-school,lambda-school,16109,Lambda School trains people to be software engineers for free in exchange for a share of future income.,"[{""id"":""e-learning"",""value"":""E-Learning""},{""id"":""edtech"",""value"":""EdTech""},{""id"":""education"",""value"":""Education""},{""id"":""higher-education"",""value"":""Higher Education""}]",active,"[""https://www.facebook.com/LambdaSchoolOnline/"",""https://www.linkedin.com/school/17968067/"",""https://twitter.com/lambdaschool""]",2017-04-01,101-250,US,https://lambdaschool.com/,"[{""name"":""San Francisco"",""permalink"":""san-francisco-california""},{""name"":""California"",""permalink"":""california-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
